@ATTRIBUTE label { deny,allow }

@DATA

200, GET, 489, application, application/javascript, 192.168.4.4, 9:18:32, DEFAULT_PARENT, 4314, dropboxusercontent, 10.159.13.68, deny
200, GET, 176, image, image/jpeg, 50.23.216.69, 9:18:34, DIRECT, 1305, xda-developers, 10.159.13.68, deny
200, GET, 250, image, image/jpeg, 98.137.80.32, 9:18:34, DIRECT, 62255, yimg, 10.159.20.83, deny
200, GET, 1924, image, image/png, 198.151.161.47, 9:18:36, DIRECT, 367079, omnigroup, 10.159.252.13, deny
200, GET, 78, text, text/plain, 192.168.4.4, 9:18:36, DEFAULT_PARENT, 7111, flashscore, 10.159.194.18, deny
200, GET, 120, text, text/html, 134.0.11.136, 9:18:49, DIRECT, 9238, derechoderedes, 192.168.4.4, deny
200, GET, 129, text, text/html, 192.168.4.4, 9:18:49, DEFAULT_PARENT, 9318, derechoderedes, 10.159.52.182, deny
304, GET, 63, null, null, 79.125.10.19, 9:19:48, DIRECT, 268, domestika, 192.168.4.4, deny
200, GET, 70, application, application/x-javascript, 192.168.4.4, 9:19:48, DEFAULT_PARENT, 1806, domestika, 10.159.52.182, deny
200, GET, 157, image, image/jpeg, 90.84.53.80, 9:19:53, DIRECT, 5117, s-msn, 10.159.52.182, deny
200, GET, 172, image, image/jpeg, 90.84.53.80, 9:19:53, DIRECT, 2956, s-msn, 10.159.52.182, deny
200, GET, 417, application, application/x-javascript, 192.168.4.4, 9:23:27, DEFAULT_PARENT, 450, disqus, 10.159.232.20, deny
200, HEAD, 66, application, application/octet-stream, 212.119.24.105, 9:23:27, DIRECT, 384, windowsupdate, 192.168.4.4, deny
200, GET, 52, application, application/ocsp-response, 199.7.55.72, 9:25:00, DIRECT, 1909, thawte, 192.168.4.4, deny
200, GET, 57, application, application/ocsp-response, 192.168.4.4, 9:25:00, DEFAULT_PARENT, 1959, thawte, 10.159.49.111, deny
200, GET, 195, image, image/jpeg, 90.84.53.48, 9:25:35, DIRECT, 47376, lasprovincias, 10.159.39.199, deny
200, GET, 197, image, image/jpeg, 90.84.53.25, 9:25:35, DIRECT, 25608, lasprovincias, 10.159.39.199, deny
200, GET, 171, text, text/javascript, 192.168.4.4, 9:25:38, DEFAULT_PARENT, 2440, adnxs, 10.159.52.182, deny
200, GET, 52, image, image/jpeg, 90.84.53.25, 9:25:38, DIRECT, 615, lasprovincias, 10.159.39.199, deny
200, GET, 95, image, image/png, 90.84.53.48, 9:25:39, DIRECT, 550, lasprovincias, 10.159.39.199, deny
200, GET, 39, image, image/jpeg, 213.201.83.164, 9:25:39, DIRECT, 10591, valencia, 10.159.39.199, deny
302, GET, 273, text, text/html, 192.168.4.4, 9:25:43, DEFAULT_PARENT, 852, triggit, 10.159.52.182, allow
200, GET, 258, image, image/png, 174.129.216.23, 9:25:43, DIRECT, 577, tubemogul, 192.168.4.4, allow
200, GET, 76, image, image/jpeg, 213.0.95.36, 9:26:00, DIRECT, 4701, levante-emv, 10.159.39.199, deny
200, GET, 82, image, image/jpeg, 213.0.95.36, 9:26:00, DIRECT, 4050, levante-emv, 10.159.39.199, deny
200, GET, 199, text, text/javascript, 192.168.4.4, 9:26:01, DEFAULT_PARENT, 999, levante-emv, 10.159.39.199, allow
200, GET, 147, image, image/jpeg, 90.84.53.32, 9:26:01, DIRECT, 60828, serving-sys, 10.159.39.199, allow
200, GET, 140, text, text/javascript, 192.168.4.4, 9:26:07, DEFAULT_PARENT, 4343, doubleclick, 10.159.39.199, deny
200, GET, 240, application, application/javascript, 192.168.4.4, 9:26:52, DEFAULT_PARENT, 94043, facilware, 10.159.241.22, deny
304, GET, 55, null, null, 192.168.4.4, 9:26:54, DEFAULT_PARENT, 347, googlesyndication, 10.159.241.22, deny
200, GET, 67, image, image/png, 92.43.22.96, 9:26:54, DIRECT, 4723, facilware, 10.159.241.22, deny
200, GET, 47, application, application/x-javascript, 188.93.77.68, 9:28:33, DIRECT, 687, valencianadealuminio, 192.168.4.4, allow
200, GET, 47, text, text/css, 188.93.77.68, 9:28:33, DIRECT, 2628, valencianadealuminio, 192.168.4.4, allow
200, GET, 527, image, image/jpeg, 188.93.77.68, 9:28:34, DIRECT, 124921, valencianadealuminio, 10.159.213.23, allow
200, GET, 528, image, image/jpeg, 188.93.77.68, 9:28:34, DIRECT, 85591, valencianadealuminio, 10.159.213.23, allow
200, GET, 97, image, image/png, 188.93.77.68, 9:28:34, DIRECT, 16524, valencianadealuminio, 10.159.213.23, deny
200, GET, 19, image, image/png, 188.93.77.68, 9:28:34, DIRECT, 1632, valencianadealuminio, 10.159.213.23, deny
200, GET, 88, image, image/png, 188.93.77.68, 9:28:34, DIRECT, 125188, valencianadealuminio, 10.159.213.23, deny
200, GET, 183, image, image/jpeg, 188.93.77.68, 9:28:34, DIRECT, 95210, valencianadealuminio, 192.168.4.4, deny
200, GET, 66, image, image/gif, 192.168.4.4, 9:28:50, DEFAULT_PARENT, 565, twitter, 10.159.201.10, allow
200, GET, 105, application, application/javascript, 192.168.4.4, 9:28:50, DEFAULT_PARENT, 645, twitter, 10.159.201.10, allow
200, GET, 66, application, application/javascript, 192.168.4.4, 9:28:50, DEFAULT_PARENT, 629, twitter, 10.159.201.10, allow
200, GET, 70, image, image/gif, 23.38.17.224, 9:28:50, DIRECT, 515, twitter, 192.168.4.4, allow
200, GET, 68, image, image/gif, 173.194.34.227, 9:28:51, DIRECT, 510, google-analytics, 192.168.4.4, allow
200, GET, 241, image, image/png, 37.140.197.19, 9:28:51, DIRECT, 41730, armitexnology, 192.168.4.4, allow
200, GET, 218, application, application/octet-stream, 90.84.53.9, 9:29:30, DIRECT, 32358, avg, 192.168.4.4, allow
200, GET, 222, application, application/octet-stream, 192.168.4.4, 9:29:30, DEFAULT_PARENT, 32403, avg, 10.159.80.214, allow
200, GET, 1921, image, image/jpg, 88.221.9.244, 9:29:32, DIRECT, 723662, licdn, 10.159.135.18, deny
200, GET, 98, image, image/jpeg, 90.84.53.48, 9:29:32, DIRECT, 3248, linkedin, 10.159.135.18, deny
200, GET, 468, image, image/jpg, 88.221.9.244, 9:29:32, DIRECT, 116405, licdn, 10.159.135.18, deny
204, GET, 113, text, text/html, 173.194.34.227, 9:29:32, DIRECT, 480, google, 192.168.4.4, deny
200, POST, 313, application, application/xml, 192.168.4.4, 9:29:33, DEFAULT_PARENT, 522, scanscout, 10.159.154.21, deny
204, GET, 105, text, text/html, 173.194.34.238, 9:29:33, DIRECT, 480, youtube, 192.168.4.4, deny
200, POST, 491, text, text/html, 192.168.4.4, 9:29:33, DEFAULT_PARENT, 458, avg, 10.159.69.127, deny
200, GET, 74, image, image/gif, 5.39.69.75, 9:29:33, DIRECT, 579, adlooxtracking, 192.168.4.4, deny
200, POST, 234, application, application/octet-stream, 77.234.44.91, 9:29:41, DIRECT, 586, avast, 192.168.4.4, deny
200, POST, 236, application, application/octet-stream, 192.168.4.4, 9:29:41, DEFAULT_PARENT, 671, avast, 10.159.86.22, deny
302, GET, 74, text, text/html, 173.194.78.99, 9:29:58, DIRECT, 662, google, 192.168.4.4, deny
302, GET, 78, text, text/html, 192.168.4.4, 9:29:58, DEFAULT_PARENT, 712, google, 10.159.49.111, deny
200, GET, 32, application, application/x-javascript, 62.73.184.149, 9:30:02, DIRECT, 466, levante-emv, 192.168.4.4, deny
200, GET, 36, image, image/gif, 213.0.95.36, 9:30:02, DIRECT, 823, levante-emv, 10.159.39.199, deny
200, GET, 35, image, image/png, 213.0.95.36, 9:30:02, DIRECT, 4557, levante-emv, 10.159.39.199, deny
200, GET, 58, image, image/jpeg, 213.0.95.36, 9:30:02, DIRECT, 14828, levante-emv, 10.159.39.199, deny
200, GET, 55, image, image/jpeg, 90.84.53.25, 9:30:09, DIRECT, 14446, lasprovincias, 10.159.213.23, deny
304, GET, 58, application, application/x-javascript, 192.168.4.4, 9:30:09, DEFAULT_PARENT, 506, scorecardresearch, 10.159.213.23, deny
200, GET, 103, image, image/jpeg, 149.126.72.50, 9:30:09, DIRECT, 1767, aqualogy, 10.159.49.111, deny
200, GET, 48, image, image/jpeg, 90.84.53.25, 9:30:09, DIRECT, 1823, lasprovincias, 10.159.213.23, deny
304, GET, 60, image, image/jpeg, 90.84.53.48, 9:30:09, DIRECT, 279, lasprovincias, 10.159.213.23, deny
200, GET, 55518, text, text/plain, 108.160.162.97, 9:30:09, DIRECT, 276, dropbox, 192.168.4.4, deny
200, GET, 71, text, text/javascript, 192.168.4.4, 9:30:11, DEFAULT_PARENT, 1184, adform, 10.159.154.21, deny
200, GET, 49, image, image/gif, 193.110.12.196, 9:30:11, DIRECT, 320, superdeporte, 192.168.4.4, deny
304, GET, 57, text, text/xml, 192.168.4.4, 9:30:22, DEFAULT_PARENT, 348, performgroup, 10.159.154.21, deny
200, GET, 58, text, text/css, 192.168.4.4, 9:30:22, DEFAULT_PARENT, 1769, superdeporte, 10.159.154.21, deny
200, GET, 293, image, image/png, 81.52.160.41, 9:30:22, DIRECT, 1052, fbcdn, 10.159.201.18, deny
200, GET, 329, text, text/html, 173.252.100.27, 9:30:22, DIRECT, 419, facebook, 192.168.4.4, deny
200, GET, 53, image, image/gif, 173.194.66.191, 9:30:43, DIRECT, 586, blogger, 10.159.232.20, deny
200, GET, 107, text, text/javascript, 173.194.34.251, 9:30:43, DIRECT, 1386, doubleclick, 192.168.4.4, deny
200, GET, 65, image, image/gif, 192.168.4.4, 9:30:44, DEFAULT_PARENT, 560, google-analytics, 10.159.232.20, deny
200, GET, 107, text, text/javascript, 192.168.4.4, 9:30:44, DEFAULT_PARENT, 940, doubleclick, 10.159.213.23, deny
200, GET, 57, application, application/x-javascript, 192.168.4.4, 9:30:46, DEFAULT_PARENT, 2113, serving-sys, 10.159.213.23, deny
200, GET, 119, text, text/javascript, 173.194.34.251, 9:30:46, DIRECT, 665, doubleclick, 192.168.4.4, deny
304, GET, 71, null, null, 91.189.95.83, 9:30:53, DIRECT, 366, launchpad, 192.168.4.4, deny
304, GET, 69, null, null, 192.168.4.4, 9:30:53, DEFAULT_PARENT, 310, canonical, 10.159.207.18, deny
200, GET, 279, image, image/jpeg, 92.52.96.89, 9:31:05, DIRECT, 3965, co, 192.168.4.4, deny
200, GET, 118, application, application/x-javascript, 92.52.96.89, 9:31:05, DIRECT, 1988, co, 192.168.4.4, deny
200, GET, 196, image, image/png, 192.168.4.4, 9:31:06, DEFAULT_PARENT, 20334, co, 10.159.22.252, deny
200, GET, 167, image, image/png, 92.52.96.89, 9:31:06, DIRECT, 25983, co, 192.168.4.4, deny
200, GET, 73, application, application/vnd.google.safebrowsing-chunk, 192.168.4.4, 9:31:09, DEFAULT_PARENT, 2071, google, 10.159.10.60, deny
200, GET, 51, application, application/vnd.google.safebrowsing-chunk, 173.194.34.224, 9:31:09, DIRECT, 4433, google, 192.168.4.4, deny
200, GET, 74, text, text/javascript, 192.168.4.4, 9:31:23, DEFAULT_PARENT, 6593, adform, 10.159.154.21, deny
200, GET, 210, text, text/html, 95.131.12.203, 9:31:24, DIRECT, 9815, qservz, 192.168.4.4, deny
304, GET, 48, application, application/x-javascript, 192.168.4.4, 9:32:04, DEFAULT_PARENT, 440, betrad, 10.159.170.18, deny
200, GET, 109, text, text/html, 192.168.4.4, 9:32:04, DEFAULT_PARENT, 464, serving-sys, 10.159.39.199, deny
200, GET, 118, image, image/gif, 80.172.232.16, 9:32:22, DIRECT, 715, k-tuin, 10.159.241.22, allow
200, GET, 100, image, image/gif, 176.9.145.180, 9:32:22, DIRECT, 527, sociomantic, 192.168.4.4, allow
200, GET, 838, image, image/gif, 192.168.4.4, 9:32:23, DEFAULT_PARENT, 576, sociomantic, 10.159.241.22, deny
200, GET, 870, image, image/gif, 192.168.4.4, 9:32:23, DEFAULT_PARENT, 576, sociomantic, 10.159.241.22, deny
200, GET, 406, application, application/javascript, 192.168.4.4, 9:32:29, DEFAULT_PARENT, 238717, cybdani, 10.159.13.68, deny
200, GET, 61, text, text/css, 91.142.221.12, 9:32:29, DIRECT, 681, miui, 192.168.4.4, deny
200, GET, 74, image, image/png, 91.142.221.12, 9:32:34, DIRECT, 8502, miui, 10.159.13.68, deny
200, GET, 77, image, image/png, 91.142.221.12, 9:32:34, DIRECT, 9859, miui, 10.159.13.68, deny
200, GET, 232, text, text/css, 88.198.50.133, 9:32:50, DIRECT, 23193, htcspain, 192.168.4.4, deny
200, GET, 249, text, text/css, 192.168.4.4, 9:32:50, DEFAULT_PARENT, 23243, htcspain, 10.159.13.68, deny
200, GET, 47, image, image/png, 90.84.53.25, 9:32:56, DIRECT, 816, lasprovincias, 10.159.39.199, deny
200, GET, 50, application, application/x-shockwave-flash, 87.248.20.253, 9:32:56, DIRECT, 49610, qservz, 192.168.4.4, deny
200, GET, 100, text, text/html, 192.168.4.4, 9:32:56, DEFAULT_PARENT, 1572, lasprovincias, 10.159.39.199, deny
200, GET, 94, image, image/png, 90.84.53.48, 9:32:56, DIRECT, 1520, ideal, 10.159.39.199, deny
200, GET, 50, text, text/css, 90.84.53.25, 9:33:09, DIRECT, 648, lasprovincias, 192.168.4.4, deny
200, GET, 86, text, text/css, 192.168.4.4, 9:33:09, DEFAULT_PARENT, 698, lasprovincias, 10.159.39.199, deny
200, GET, 47, text, text/javascript, 68.232.34.163, 9:33:10, DIRECT, 1642, adrcdn, 192.168.4.4, deny
200, GET, 53, text, text/javascript, 192.168.4.4, 9:33:10, DEFAULT_PARENT, 1692, adrcdn, 10.159.39.199, deny
200, GET, 52, text, text/html, 192.168.4.4, 9:33:10, DEFAULT_PARENT, 520, elpais, 10.159.10.60, deny
200, GET, 53, text, text/html, 192.168.4.4, 9:33:10, DEFAULT_PARENT, 523, elpais, 10.159.10.60, deny
200, POST, 107, application, application/ocsp-response, 188.121.36.239, 9:33:10, DIRECT, 2353, godaddy, 192.168.4.4, deny
200, POST, 111, application, application/ocsp-response, 192.168.4.4, 9:33:10, DEFAULT_PARENT, 2433, godaddy, 10.159.39.199, deny
200, GET, 114, text, text/javascript, 192.168.4.4, 9:33:10, DEFAULT_PARENT, 3184, lasprovincias, 10.159.39.199, deny
200, GET, 132, text, text/javascript, 173.194.34.251, 9:33:10, DIRECT, 2524, doubleclick, 192.168.4.4, deny
200, GET, 50, image, image/png, 90.84.53.25, 9:33:11, DIRECT, 1166, lasprovincias, 10.159.39.199, deny
200, GET, 50, image, image/png, 90.84.53.25, 9:33:11, DIRECT, 578, lasprovincias, 10.159.39.199, deny
200, GET, 151, image, image/jpeg, 90.84.53.25, 9:33:11, DIRECT, 49221, lasprovincias, 10.159.39.199, deny
304, GET, 55, image, image/gif, 130.117.88.22, 9:33:13, DIRECT, 347, el-mundo, 10.159.213.23, deny
200, GET, 157, text, text/javascript, 80.76.149.146, 9:33:15, DIRECT, 2355, atemda, 192.168.4.4, deny
302, GET, 94, text, text/html, 173.194.34.252, 9:33:15, DIRECT, 382, doubleclick, 192.168.4.4, deny
200, GET, 56, text, text/html, 192.168.4.4, 9:33:16, DEFAULT_PARENT, 2248, atemda, 10.159.213.23, deny
304, GET, 33, application, application/x-shockwave-flash, 62.73.184.134, 9:33:16, DIRECT, 373, elmundo, 192.168.4.4, deny
304, GET, 29, application, application/x-javascript, 192.168.4.4, 9:33:16, DEFAULT_PARENT, 419, el-mundo, 10.159.213.23, deny
200, GET, 134, application, application/x-shockwave-flash, 192.168.4.4, 9:33:16, DEFAULT_PARENT, 58001, 2mdn, 10.159.213.23, deny
200, GET, 63, text, text/html, 192.168.4.4, 9:33:17, DEFAULT_PARENT, 2248, atemda, 10.159.39.199, deny
200, GET, 162, null, null, 192.168.4.4, 9:33:17, DEFAULT_PARENT, 1881, atemda, 10.159.213.23, deny
200, GET, 38, image, image/gif, 213.4.97.242, 9:34:16, DIRECT, 810, elcorteingles, 10.159.213.23, deny
200, GET, 50, image, image/gif, 213.4.97.242, 9:34:16, DIRECT, 830, elcorteingles, 10.159.213.23, deny
200, GET, 51, image, image/jpeg, 213.4.97.242, 9:34:16, DIRECT, 2844, elcorteingles, 10.159.213.23, deny
200, GET, 72, image, image/png, 213.4.97.242, 9:34:16, DIRECT, 14600, elcorteingles, 10.159.213.23, deny
200, GET, 48, image, image/png, 90.84.53.25, 9:35:01, DIRECT, 5090, lasprovincias, 10.159.39.199, deny
200, GET, 59, text, text/html, 192.168.4.4, 9:35:01, DEFAULT_PARENT, 1595, lasprovincias, 10.159.39.199, deny
200, GET, 103, image, image/gif, 173.194.34.252, 9:35:20, DIRECT, 372, doubleclick, 192.168.4.4, deny
200, GET, 145, image, image/gif, 217.163.21.36, 9:35:20, DIRECT, 813, yieldmanager, 192.168.4.4, deny
302, GET, 57, text, text/html, 192.168.4.4, 9:35:21, DEFAULT_PARENT, 3090, adnxs, 10.159.241.22, deny
304, GET, 43, image, image/gif, 90.84.59.72, 9:35:48, DIRECT, 321, fbcdn, 10.159.3.233, deny
200, GET, 46, image, image/jpeg, 90.84.59.72, 9:35:48, DIRECT, 3366, fbcdn, 10.159.3.233, deny
404, GET, 351, text, text/html, 204.51.94.204, 9:36:36, DIRECT, 18164, giac, 10.159.118.12, deny
200, POST, 457, application, application/x-javascript, 192.168.4.4, 9:36:36, DEFAULT_PARENT, 644, facebook, 10.159.154.21, deny
302, GET, 57, text, text/html, 192.168.4.4, 9:36:58, DEFAULT_PARENT, 1459, google, 10.159.93.13, allow
200, GET, 65, text, text/javascript, 173.194.34.225, 9:36:58, DIRECT, 1197, google-analytics, 192.168.4.4, allow
200, GET, 471, text, text/html, 69.171.247.29, 9:37:32, DIRECT, 6469, facebook, 192.168.4.4, deny
200, GET, 472, text, text/html, 173.194.34.249, 9:37:32, DIRECT, 1574, doubleclick, 192.168.4.4, deny
404, GET, 41, text, text/html, 91.189.88.33, 9:38:34, DIRECT, 588, ubuntu, 192.168.4.4, deny
304, GET, 36, null, null, 150.214.5.135, 9:38:34, DIRECT, 244, ubuntu, 192.168.4.4, deny
302, GET, 114, text, text/plain, 81.26.166.11, 9:38:45, DIRECT, 514, ligatus, 192.168.4.4, deny
404, GET, 47, text, text/html, 150.214.5.135, 9:39:03, DIRECT, 498, ubuntu, 192.168.4.4, deny
200, GET, 104, application, application/x-javascript, 192.168.4.4, 9:39:04, DEFAULT_PARENT, 3205, doubleclick, 10.159.170.18, deny
200, GET, 114, text, text/javascript, 192.168.4.4, 9:39:21, DEFAULT_PARENT, 876, 2mdn, 10.159.76.30, allow
200, GET, 216, application, application/x-javascript, 90.84.53.25, 9:39:21, DIRECT, 38738, fbcdn, 192.168.4.4, allow
200, GET, 38468, application, application/octet-stream, 192.168.4.4, 9:40:43, DEFAULT_PARENT, 1470, avast, 10.159.207.18, deny
200, GET, 59624, application, application/octet-stream, 77.234.44.56, 9:40:44, DIRECT, 1420, avast, 192.168.4.4, deny
200, GET, 155, application, application/x-javascript, 192.168.4.4, 9:42:30, DEFAULT_PARENT, 1804, betrad, 10.159.86.208, deny
200, GET, 190, image, image/gif, 192.168.4.4, 9:42:30, DEFAULT_PARENT, 1278, 254a, 10.159.86.208, deny
200, GET, 288, text, text/html, 173.194.34.237, 9:44:06, DIRECT, 1548, doubleclick, 192.168.4.4, deny
200, GET, 295, text, text/html, 192.168.4.4, 9:44:06, DEFAULT_PARENT, 1598, doubleclick, 10.159.86.208, deny
200, GET, 267, image, image/jpeg, 85.17.122.228, 9:45:04, DIRECT, 5285, vandalimg, 10.159.201.10, deny
200, GET, 55892, text, text/plain, 108.160.163.35, 9:45:04, DIRECT, 276, dropbox, 192.168.4.4, deny
200, GET, 151, text, text/javascript, 192.168.4.4, 9:47:13, DEFAULT_PARENT, 1551, doubleclick, 10.159.85.3, deny
304, GET, 67, null, null, 173.194.34.250, 9:47:13, DIRECT, 296, googlesyndication, 192.168.4.4, deny
200, GET, 442, application, application/json, 66.196.66.156, 9:47:59, DIRECT, 759, yahoo, 192.168.4.4, deny
200, GET, 393, text, text/html, 66.196.66.156, 9:47:59, DIRECT, 2186, yahoo, 192.168.4.4, deny
200, GET, 316, image, image/jpeg, 80.172.232.16, 9:49:26, DIRECT, 18791, k-tuin, 10.159.85.3, deny
200, GET, 229, application, application/javascript, 54.240.186.20, 9:49:26, DIRECT, 7883, cloudfront, 192.168.4.4, deny
200, GET, 680, text, text/javascript, 173.194.34.249, 9:49:45, DIRECT, 6242, doubleclick, 192.168.4.4, allow
200, GET, 103, text, text/javascript, 173.194.34.248, 9:49:45, DIRECT, 664, google, 192.168.4.4, allow
200, GET, 693, text, text/javascript, 192.168.4.4, 9:49:45, DEFAULT_PARENT, 6292, doubleclick, 10.159.39.199, allow
200, GET, 79, text, text/javascript, 192.168.4.4, 9:49:45, DEFAULT_PARENT, 2004, googleapis, 10.159.39.199, allow
200, GET, 308, text, text/javascript, 192.168.4.4, 9:49:50, DEFAULT_PARENT, 2412, rubiconproject, 10.159.39.199, allow
200, GET, 338, text, text/javascript, 31.186.225.23, 9:49:51, DIRECT, 2330, rubiconproject, 192.168.4.4, allow
204, GET, 79, text, text/html, 173.194.34.227, 9:49:51, DIRECT, 480, google, 192.168.4.4, allow
204, GET, 81, text, text/html, 192.168.4.4, 9:49:51, DEFAULT_PARENT, 530, google, 10.159.165.20, allow
302, GET, 129, text, text/html, 192.168.4.4, 9:49:55, DEFAULT_PARENT, 818, adnxs, 10.159.39.199, allow
200, GET, 150, text, text/javascript, 54.243.90.228, 9:49:55, DIRECT, 3725, crsspxl, 192.168.4.4, allow
200, GET, 148, text, text/javascript, 173.194.66.95, 9:50:26, DIRECT, 434, googleapis, 192.168.4.4, deny
200, GET, 58, image, image/gif, 173.194.78.94, 9:50:26, DIRECT, 476, google, 192.168.4.4, deny
204, GET, 144, text, text/html, 192.168.4.4, 9:52:35, DEFAULT_PARENT, 324, gstatic, 10.159.170.18, deny
204, GET, 141, text, text/html, 173.194.34.247, 9:52:36, DIRECT, 274, google, 192.168.4.4, deny
200, GET, 200, image, image/png, 194.106.18.94, 9:53:39, DIRECT, 28530, unitronics, 10.159.163.10, deny
200, GET, 249, application, application/octet-stream, 77.67.30.34, 9:53:39, DIRECT, 862950, windowsupdate, 192.168.4.4, deny
301, GET, 164, text, text/html, 68.232.35.229, 9:53:59, DIRECT, 521, xda-developers, 10.159.13.68, allow
200, GET, 134, application, application/x-shockwave-flash, 192.168.4.4, 9:53:59, DEFAULT_PARENT, 32451, googlesyndication, 10.159.13.68, allow
200, GET, 55, image, image/jpeg, 87.248.20.253, 9:54:52, DIRECT, 2156, licdn, 10.159.219.11, deny
200, GET, 58, image, image/jpeg, 87.248.20.253, 9:54:52, DIRECT, 2885, licdn, 10.159.219.11, deny
302, GET, 167, null, null, 94.245.117.52, 9:57:01, DIRECT, 973, msn, 192.168.4.4, deny
302, GET, 169, null, null, 192.168.4.4, 9:57:01, DEFAULT_PARENT, 1023, msn, 10.159.194.18, deny
200, GET, 213, image, image/gif, 192.168.4.4, 9:58:22, DEFAULT_PARENT, 453, rubiconproject, 10.159.57.223, deny
200, GET, 264, image, image/gif, 192.168.4.4, 9:58:22, DEFAULT_PARENT, 1016, 360yield, 10.159.57.223, deny
200, GET, 74, image, image/gif, 192.168.4.4, 9:58:22, DEFAULT_PARENT, 1016, 360yield, 10.159.57.223, deny
302, GET, 95, text, text/html, 192.168.4.4, 9:58:22, DEFAULT_PARENT, 1136, doubleclick, 10.159.57.223, deny
200, GET, 596, text, text/javascript, 192.168.4.4, 9:58:22, DEFAULT_PARENT, 416, barilliance, 10.159.57.223, deny
200, GET, 156, image, image/gif, 192.168.4.4, 9:58:22, DEFAULT_PARENT, 849, 360yield, 10.159.57.223, deny
200, GET, 132, application, application/x-javascript, 64.12.106.8, 9:59:01, DIRECT, 1701, advertising, 192.168.4.4, deny
200, GET, 139, application, application/x-javascript, 192.168.4.4, 9:59:01, DEFAULT_PARENT, 1751, advertising, 10.159.13.68, deny
304, GET, 61, text, text/css, 192.168.4.4, 9:59:36, DEFAULT_PARENT, 378, lasprovincias, 10.159.232.20, allow
304, GET, 107, application, application/x-javascript, 90.84.53.25, 9:59:36, DIRECT, 322, lasprovincias, 192.168.4.4, allow
304, GET, 204, null, null, 91.189.95.83, "10:00:54", DIRECT, 365, launchpad, 192.168.4.4, deny
304, GET, 203, null, null, 91.189.95.83, "10:00:54", DIRECT, 365, launchpad, 192.168.4.4, deny
404, GET, 53, text, text/html, 91.189.95.83, "10:00:55", DIRECT, 617, launchpad, 192.168.4.4, allow
304, GET, 114, null, null, 88.191.127.22, "10:00:55", DIRECT, 249, medibuntu, 192.168.4.4, allow
404, GET, 114, text, text/html, 192.168.4.4, "10:00:55", DEFAULT_PARENT, 699, canonical, 10.159.207.18, deny
404, GET, 97, text, text/html, 192.168.4.4, "10:00:55", DEFAULT_PARENT, 718, launchpad, 10.159.207.18, deny
304, GET, 53, null, null, 91.189.95.83, "10:00:55", DIRECT, 366, launchpad, 192.168.4.4, deny
404, GET, 54, text, text/html, 91.189.95.83, "10:00:55", DIRECT, 631, launchpad, 192.168.4.4, deny
304, GET, 54, null, null, 192.168.4.4, "10:00:55", DEFAULT_PARENT, 416, launchpad, 10.159.207.18, deny
304, GET, 57, null, null, 192.168.4.4, "10:00:55", DEFAULT_PARENT, 416, launchpad, 10.159.207.18, deny
404, GET, 50, text, text/html, 91.189.95.83, "10:00:55", DIRECT, 630, launchpad, 192.168.4.4, deny
404, GET, 55, text, text/html, 91.189.95.83, "10:00:55", DIRECT, 631, launchpad, 192.168.4.4, deny
304, GET, 43, null, null, 91.189.92.202, "10:00:58", DIRECT, 259, ubuntu, 192.168.4.4, deny
304, GET, 46, null, null, 192.168.4.4, "10:00:58", DEFAULT_PARENT, 309, ubuntu, 10.159.207.18, deny
404, GET, 193, text, text/html, 204.45.82.194, "10:00:59", DIRECT, 578, linuxmint, 192.168.4.4, deny
404, GET, 193, text, text/html, 204.45.82.194, "10:00:59", DIRECT, 578, linuxmint, 192.168.4.4, deny
304, GET, 613, null, null, 69.147.83.199, "10:01:16", DIRECT, 298, php, 10.159.155.5, deny
304, GET, 1106, null, null, 150.214.5.135, "10:01:16", DIRECT, 245, ubuntu, 192.168.4.4, deny
302, GET, 295, text, text/html, 192.168.4.4, "10:02:20", DEFAULT_PARENT, 473, facebook, 10.159.194.18, allow
304, GET, 27, null, null, 54.240.18.243, "10:02:20", DIRECT, 399, advanseads, 10.159.155.5, allow
200, GET, 123, text, text/javascript, 173.194.66.95, "10:02:20", DIRECT, 1165, googleapis, 192.168.4.4, deny
200, GET, 128, text, text/javascript, 192.168.4.4, "10:02:20", DEFAULT_PARENT, 1215, googleapis, 10.159.155.5, deny
200, GET, 954, application, application/x-javascript, 192.168.4.4, "10:02:23", DEFAULT_PARENT, 72747, programmersheaven, 10.159.155.5, deny
304, GET, 44, application, application/x-javascript, 2.16.43.231, "10:02:23", DIRECT, 391, betrad, 192.168.4.4, deny
200, POST, 164, text, text/xml, 192.168.4.4, "10:02:24", DEFAULT_PARENT, 1571, scandichotels, 10.159.57.223, deny
304, GET, 23, null, null, 54.240.18.219, "10:02:24", DIRECT, 404, advanseads, 10.159.155.5, deny
200, GET, 318, text, text/html, 192.168.4.4, "10:02:25", DEFAULT_PARENT, 5794, facebook, 10.159.155.5, deny
200, GET, 510, image, image/png, 184.72.236.84, "10:02:25", DIRECT, 3855, programmersheaven, 10.159.155.5, deny
200, GET, 210, application, application/octet-stream, 192.168.4.4, "10:02:29", DEFAULT_PARENT, 14430, newtentionassets, 10.159.155.5, deny
200, GET, 210, application, application/octet-stream, 217.110.59.24, "10:02:29", DIRECT, 14902, newtentionassets, 192.168.4.4, deny
200, GET, 269, text, text/javascript, 91.225.248.80, "10:02:34", DIRECT, 498, linkedin, 192.168.4.4, deny
